comment,Sentiment
簡友耘好吧..對不起不合你的口味,0
謝汶晉對不起不合你的口味,0
EddieChao…我在幫你說話:/,0
簡友耘喔喔（對不起本人偏笨,0
鄭閎駿我在淘寶買花了349人民幣蝦皮上買大概台幣2900以上電子的說明書2000+個零件……顯示更多,0
Terry我買純黑造型的，一直想買零件但都怕太貴,0
鄭閎駿好像沒有單賣零件都是盒裝,0
Terry總之感謝相助,0
ZapoSagiluna是中国牠們不配正/繁體字,0
CHPang柏達生氣了,0
要改成小粉紅或共產黨,0
唐神來了,0
卡米地哭了,0
我們是糖果超甜,0
林亞霆ㄎㄎ,0
老師有玻璃心,0
老師是小粉紅,0
好危險(;´༎ຶД༎ຶ`)(;´༎ຶД༎ຶ`),0
沒毛病⋯,0
維尼也4,0
笑翻,0
錯一題只差一點，是要寫中華人民共和國人才算對,0
批改的老師結果使大陸人........xd,0
習維尼,0
在日本現在已經超級多外來種,0
給過……,0
老師是國民黨嗎,0
陳潔.,0
正確啊！+10分,0
中國國民黨,0
中國大媽比較恰當,0
黃彥鈞笑死,0
好誠實！！,0
我去恆春蟹類調查聽到他們吞海檬果嚇死,0
軍公教不意外,0
答案寫金湯力黃安劉樂妍蕭敬騰歐陽娜娜應該可以ㄅ,0
回答的不完整，是中共小粉紅,0
當然錯，他不叫大陸客，叫中國遊客，又不是同一個國幹嘛叫大陸,0
王偉哲（然後阿祖半夜託夢追著我大,0
高苡潔大陸妹算外來種嗎,0
王偉哲喔～你是說大陸妹還是大陸妹？,0
高苡潔笑死野台妹,0
這老師是被中共式教育洗腦了嗎？,0
1.中國人2.滯臺中國人3.大陸旅客……顯示更多,0
錯的原因是是中國客不是大陸客,0
沒毛病啊！,0
超好笑,0
但是一堆台灣鯛的行為沒阿六仔好賴倒是蠻令人感到心煩阿,0
欸可是可是答案沒錯啊,0
真的欸,0
只有我把第二的在脑海自动组成花泽香菜吗,0
LiangLim你不是孤獨的,0
大陸妹,0
第3項的正確答案是外籍勞工,0
温翎轩JjOhKuekZhiYi下地狱笑死我,0
後面要括號（大媽）,0
沒毛病啊,0
客改成妹,0
陳昭愷邏輯無誤,0
大陸人問說為什麼日本治安越來越糟糕，馬的廢話就是你們這群寄生造成日本亂象,0
洞好大，我喜歡,0
他的腳很透氣,0
看破手腳,0
黃子銘夠大嗎,0
江美蘭讚啦！就是這個!,0
江美蘭這個不夠，要這個,0
吳名這個夠嗎,0
江美蘭這個,0
黃子銘薩爾馬特如何？,0
江美蘭你們如果不是德國人就是俄羅斯人,0
EddieChao懂啊啊地獄呢,0
Terry請問這個是真的可以射嗎？,0
莊哲綸可以,0
EddieChao真的是不用硬po啦去找樓上的同學戶外教學了,0
羅子翔欺負殘障夠地獄了吧,0
吳昀和覺得還好 但妨礙風化是挺好笑的,0
羅子翔嘲笑外表吧,0
陳圻笙可能有這成分 但我只是覺得不怎麼地獄,0
地獄是還好但滿好笑的蠻有梗的給你過,0
哪裡地獄,0
不OK,0
我來錯社團了嗎？,0
得票數沒有殘障補助喔,0
怎麼有這種不切實際的想法,0
本日最地獄,0
痾選議員智能障礙沒有加分喔,0
沒地獄只有討罵,0
他是要和蔡英文拍av是吗,0
怎麼選？用他的暴牙把女王頭最後纖細的脖子啃掉,0
...,0
這是什麼回事？,0
說別人境外勢力，自己新加坡偷著樂？,0
同歸於盡,0
然後食道受損要醫生讓她喝康復新液（蟑螂做的藥）,0
吃蟑螂藥下場是洗腎或掛掉，她應該吞一隻老鼠去抓蟑螂，等牠吃完然後再活吞一隻貓。,0
地獄？,0
哇靠真的有夠地獄欸撒旦要找你了餒,0
楊凱臣笑死,0
謝旻翰...,0
我說那個地獄呢？,0
陳炯翰阿災,0
我怎感覺來到了爆廢公設？,0
高培荏...,0
JiangBorui“地獄梗圖社”wwwww,0
做一個肯定會炎上V皮到底在想甚麼,0
唐唐正正,0
真的會有人支持嗎.....,0
唐老大,0
那阿神的kamikamiburger是指……,0
葡萄糖胺胺,0
葡萄糖胺,0
Superidol的笑容都没你的甜…,0
不支持,0
我入坑VT就是要保護眼睛的不是自殘,0
我們已經有王希銘了不需要這個,0
果然神奇,0
鄭兆良哈哈哈哈,0
恐怖分子,0
你還有手指,0
洞人的聲音IanWen,0
4k轟倍王,0
哈哈太地院,0
打開心胸一切美好,0
好有愛,0
被你發現了喵喵,0
AndyYu河南銀行,0
廖宗興好聰明,0
廖宗興然後再活吞一直老虎把貓吃掉,0
廖宗興幹被你笑死,0
好像也是（第二個,0
我覺得你們這些人真的是沒有站在受害者家屬的角度想！這種行為我太喜歡了！,0
小燈泡抱頭痛哭,0
IamBadAim接著…　武松：靠夭喔，看我幹嘛！？,0
黃慈偉陳俊廷我以前以為是笑話竟然是真的,0
吳岳謙….,0
西台灣充滿人柴，跟東台灣的一堆政客一樣,0
吃完生魚片覺得還是應該要熟的於是吞汽油彈？,0
陳愈恩吞火比較快,0
教育水準很低啊,0
食在囂蟑,0
殺小啦,0
不小心喝鹽酸就吞氫氧化鈉酸鹼中和,0
張庭瑋這是個狠人,0
彭彭要噴殺蟲劑啊,0
達爾文的雙重勝利？,0
下次被中出怕會懷孕，向洞用殺蟲水？,0
吃了雞覺得雞沒死吞了把刀子,0
ANCelerySkks有才,0
吃完烤雞覺得雞烤的不夠熟就把烤爐吞下去,0
一個SB,0
天擇,0
達爾文誠不欺我,0
蘇宇財呵womam,0
喝可樂覺得不冰所以吞冷媒,0
極限一換一,0
邏輯很對啊,0
吳晉瑋拿槍打自己​,0
人才,0
嗯簡體字。我沒說馬來西亞呦,0
豬肉沒熟不就吞瓦斯罐？,0
天才,0
怕得新冠所以喝含酒精飲品？（非常合理,0
洪郁婷學廢了嗎,0
蔡傑升留言區個個都是地獄梗圖社的精英,0
所以蟑螂吃了蟑螂药是会康复还是死掉,0
ZarvadoJommofishfish呂括括JiunYuLin馬聖維猛烈,0
哈哈哈哈哈哈哈==,0
蟑螂：這波不虧,0
藍裫以小博大,0
StevenHo賺了賺了,0
藍裫賺爛了賺爛了,0
藍于翔游育諺藍淮銘許育銓藍翰明這個操作夠騷,0
真奇怪，我把老鼠藥餵給老鼠，然後牠的感冒就好了,0
真的是瘋起來沒再開玩笑的,0
厉害了我的国人真牛逼,0
DannyQueek伤敌一千，自损八百,0
厲害了你的中共國人,0
WongIris？,0
邹瑛唯6,0
AntHuangRyanTai？？？？？？？,0
之前看到怕確診喝酒精的,0
蔡承祐李士安溫唯均HankTsai雷震陳柏儒楊凱崴吳秉諺郭柏佑李宜家EmilyChang吳冠辰蔡程幼李士安黃啟侑各位看啊劉英凱上新聞囉,0
陳澄波劉英凱蟑螂星人,0
陳澄波靠北這個也太恐怖,0
魏暉恩張筱歐ArmoLin張筱博互相傷害啊,0
ZhuoDeepKai摳連,0
1325,0
呵呵好好笑,0
你是不是在說你禮拜一二三五需要去補習班補習啊？,0
你這張已經過時了網路的世界可是很嚴苛的,0
是要po這張幾次,0
好歐,0
這背後一定有個暖心的故事,0
放暑假了,0
魏睿昱多功能門鎖,0
方豪慷,0
轟三倍,0
上車要排隊哦,0
沒戳中笑點嘖嘖,0
請問哪裡才坐得到呢,0
損毀形象,0
國父為蘿莉控作好榜樣,0
沒押韻,0
劉子萱看的好害怕,0
做這張圖的人是有多大的反社會人格,0
杜立仁他只是過度真實,0
今天的網路用夠多了⋯⋯,0
我怎麼在畫裡,0
雖然外觀很噁心起碼還有那顆心喵喵,0
網路上少女心炸裂,0
拜託先不要,0
讓我想起以前線上遊戲的時候,0
各種貼心大姐姐,0
花得發！！？？,0
我相信做這張圖的可能網絡約會約出一個大隻佬然後差點被帶去旅館,0
先不要啊啊啊！,0
有點噁心（？,0
啊第四格的ㄊㄓ圖能,0
今天網路用太多了……,0
好黑暗,0
很難想像作圖者和網友奔現後到底發生了什麼事,0
我永遠不相信網戀,0
你知道的太多了,0
原來這就是V的面目XXD,0
現實地獄在哪裡ww,0
猫又我們就在地獄裡,0
「網戀見面」,0
嗯...喵喵(´・ω・`),0
這是地獄嗎？,0
我的人生目前差不多就是醬子但還沒叫喵喵醬或陽光大姐,0
趕羚羊的髒東西,0
我看不懂，有人能解釋嗎？,0
賴思愷网络少女现实肥宅,0
不知道該說什麼,0
黃威翔天啊這根本是我們,0
陳威橖被你發現了！我其實是40歲大叔 你看SilenTblue和我語音都發現我老人,0
同道中人,0
笑爛,0
考古學家,0
欸...怕欸,0
男以捉摸,0
為什麼這放地獄梗圖社阿,0
最後在一起了,0
幾千年的圖了,0
再過千年還是很好笑的,0
日常,0
YamYan啲用字同你一樣,0
喵喵笑死,0
邱信智喵喵喵,0
確實是這樣啊,0
高手過招,0
姬情跟基情的差別,0
哈哈兩個痴漢,0
有夠靠北...直接整組壞光光,0
这里分分钟也有这样的人,0
真地獄,0
紅羽月根本是你,0
黃上逢笑爛,0
可是我住最下面,0
DahliaJShie什麼最下面？我住的地方沒有什麼最下面，只有更下面,0
WengSanChow謝謝,0
黃威翔您是佬人不要亂說話,0
现实,0
哈哈,0
花山？,0
RonaldLinOhno,0
RonaldLin元和二年，花山家慘遭山賊洗劫，原本當晚該命喪黃泉的人，被借宿一晚的旅途中的賭徒救下，用寺廟裡的鐘蓋住花山家最後的血脈，賭徒被當場砍死後卻依舊佇立原地不動，後來為了紀念這位賭徒的俠義各世代花山家主就會在背後紋上俠客立…,0
趙語浤笑死,0
葉宥辰,0
林日鈞在複習一下,0
FlashWei喵喵,0
巧克力歐蕾撒小,0
上官薔薇上官の日常,0
蝦蝦吃布丁你哦,0
MaTe你和我啦,0
EthanWang這很地獄(◐‿◑)﻿,0
這作者到底是有多反社會,0
看起來撒旦快忍不住出來收頭了,0
DengQiLoong好像有个大姐姐坐你车？,0
或許你看到的角帳也是：,0
先不要，話說這應該也算BL吧,0
這我,0
張鑫耀你睇少啲啦,0
我敢說現在一定還有（茶,0
這個修圖APP功能強大,0
金牌娘娘腔網路戀情,0
張瑋笑死,0
肥宅日常,0
樓上開始有很多人害怕被揭穿了反人類的左派最愛罵人家是反社會,0
這約出來見面怕是有一場史無前例的無差別格鬥。,0
嚴育璿地院？？？,0
趙語浤我是故意tag你的,0
趙語浤,0
李宸槿你為什麼要盜用我的名字？,0
章魚哥原來是你！！！,0
為什麼是章魚哥？,0
？？？？,0
羅志祥演唱會是在發表新專輯嗎？,0
福壽羅,0
Iwannaknow你行不行！Yougonnaknow別懷疑你自己的陰莖.,0
豬哥，想你了:D,0
其實布加拉提也是大體吧,0
好久以前的梗了,0
白崽崽媽的不要這麼嘴賤，小心等等他拿他的頭丟你,0
呂俊佑需要接脖車嗎?,0
呂冠儒車會不會不穩,0
廢話當然是法國大革命的那些貴族,0
在這個社團這樣是很好笑，但在社團外這樣做就不好玩了。,0
只要在這個社團的人看到了這個問題心中便同時有了一樣的答案,0
路易十六感同身受,0
蘇小裕感頭身受,0
如果你的小孩：沒有工作沒有上學甚至沒有活著那也是一個很貴的花瓶,0
歸剛欸水母,0
講完這句話之後小燈泡傷心的掉頭就走,0
別說了，他都氣得掉頭就走,0
這個社團....我越來越喜歡了,0
沒有頭的屍體,0
年紀最小的花瓶,0
王馨雅,0
我們為小燈泡抱頭痛哭,0
抱頭痛哭,0
瑪麗皇后,0
奧嗚…,0
拉瓦節:歸剛欸,0
壞透了,0
現在組團去地獄不知道有沒有優惠,0
分頭行動,0
方羽心掉頭就走,0
學姐,0
小燈泡掉頭就走,0
燈泡梗總是可以帶給我們歡樂,0
好狠啊,0
細頸瓶,0
方翊馨天啊我不能笑,0
地獄梗！！！,0
完了，撒但要來了,0
不明白,0
FloKin-fungLau小燈泡的頭被人家砍了，所以變成一個有脖子卻沒頭的屍體,0
還有路易十三,0
可以叫接脖車,0
把我大2D放哪了？,0
我：有頭沒脖子,0
小GG,0
路易十六,0
周宥廷明天考試怎麼說,0
小燈泡有影片嗎？,0
夕野陽子好狠,0
李文竣我其實..看不懂,0
夕野陽子小燈泡她沒有頭,0
誠哥,0
子宮,0
羅伯斯比爾：沒想到我最後也變成這樣歸剛欸,0
盧羿學我笑了....,0
陳立辰那啥,0
兵馬俑,0
小燈泡笑死,0
底下的留言真的沒救了,0
MengZhu這社團總是不會讓我失望,0
PangPang阿彌陀佛,0
MengZhu這尊嗎,0
PangPang笑死,0
李宸槿卡坐等一排李宸槿,0
鄭柊果李宸槿之爭,0
鄭柊果幹超好笑,0
李宸槿笑死,0
一個安倍進三中兩發死在禮拜五？,0
洪百毅5小時後掛,0
戴慶鈞,0
唔好再提啦新年這個意外，已經非常不吉利,0
一幅圖亂配幾個字就說是地獄梗圖笑死,0
都說地獄梗圖社了開不起玩笑退一退比較快,0
家屬說不定在這群裡,0
我承認這確實冒犯到一些人所以在這邊我向你們道歉,0
先生 玩還玩 唔好攞有人命傷亡意外玩,0
HoWaiok,0
這是中華民國香港特別淪陷區的事故嗎自由地區人民表達祝福,0
凜刀西郎是，年初三,0
如果你老母係單意外到死咗我可唔可以拎嚟抽水？,0
其實呢你攞呢啲嘢黎抽水我都唔知有咩講￼￼￼,0
TRWong其實呢呢度係地獄梗圖社嚟架,0
EdenChan咁我唔重複啦￼,0
TRWongok￼你啱,0
這哪裡地獄不就是事實嗎？,0
小燈泡表示羨慕,0
所以說囉戴套也未必安全,0
你是要撞死他？,0
陳博叡人家開著砂石車，她自己就是殺石車,0
愛情小坦克撞誰誰休克,0
水果癱,0
看來他老婆喜歡的體位是癱位,0
耶穌戴著指虎敲你房門了,0
？？？,0
XuZien？？？,0
老梗但給過,0
亞洲第一空幹王,0
李莛我笑了,0
YqingLiew我也笑了,0
黃冠程隨身蝶,0
蘇則熏有料,0
陳俞璇？？,0
記得買航運股,0
葉冠陞鱷魚是哪一個,0
豬哥：幹耳朵很癢,0
進棺材（霸體,0
張源富egas,0
NoahLai,0
NoahLai右下看起來像是花木蘭,0
一起組團去吧,0
沒想到地獄梗圖社還有打廣告,0
要不順便邊吸毒邊下地獄，更嗨呦,0
見聲就攻擊,0
刪抖音保平安,0
好險,0
和我老婆去動物園看鱷魚，她不小心掉下鱷魚池，和鱷魚們搏鬥一番之後爬上來，手上多了兩個鱷魚皮包。,0
上次我帶老婆去看老虎，,0
這份宣言，在回教國家的女友們沒人會擔心。,0
大概是忘記修圖就po上去吧,0
看來是個瞎子,0
這圖萬年不敗,0
肉蛋蔥雞,0
雖然我想給點尊重但這尊真的太重,0
64你殺最多,0
難怪要看好男朋友,0
賴淑芬是你留言的嗎,0
楊雅婷幹我嘴巴那麼壞的嗎我會說我男友又不是豬不同種族,0
你超壞ㄚ,0
陳威廷要出車禍了,0
施亘一定全倒的,0
廖嘉蒂我要被撞死了,0
JianweiLin我保護你,0
廖嘉蒂好我們兩個一起上天堂,0
吳俊緯不講道理？,0
Yun-haoChu我愛你就像你媽打你不講道理,0
楊士民劉祖君小心了你們,0
YanLi還好我結婚了,0
余健年怕爆,0
MoChu每天都被笑死掉欸,0
楊穎太地獄了,0
出門就是公共危險,0
ArthurHarris複習,0
劉祐漂亮,0
異世界傳送門~,0
請不要開坦克出門,0
SyYuu小心,0
野豬騎士來喔～,0
Danwang,0
AilingNg叫他不要出门…,0
NickTseMomentLeongVidoniaSVong睇車！,0
RoyTse會撞,0
RoyTse坦克車,0
KhongSharly坦克,0
StanLey哈哈哈哈哈哈高ming轩像,0
劉耕宏⋯,0
林芳茹妳別出來撞人,0
劉耕宏？？,0
HaojunChang跟我想的是一樣的人嗎,0
王婕懿我有Get到你,0
殺傷力果然極大......,0
BuddyLiang,0
顏佑錚,0
老實說挺佩服的,0
很佩服他,0
張維哲真是良心癱販,0
有點殘忍…,0
這和隔壁植物癱有得一拼,0
水果行動攤車,0
有點狠,0
欽佩不已,0
半癱要怎麼走,0
施建甫不知道，找找看社團裡有沒有癱瘓系的（X,0
爬啊,0
幹蠻好笑的wwww,0
因為他不能低頭,0
鍾羿鈞我讚成,0
這個比安倍梗好笑多了,0
靠北,0
幹好好笑,0
半價水果,0
他要怎麼走,0
幹我笑了,0
莊繕明反正你本來就這樣,0
上半身癱瘓,0
他怎不去夜市擺癱,0
請問...麵癱在隔壁嗎?:),0
你們真的會下地獄我也會,0
男叫賣水果癱,0
人家都可以了你憑什麼不努力？憑我還沒半癱,0
靠背wwww,0
幹笑死,0
關幻墨到時候會不會有面癱,0
超沒禮貌但這就是地獄梗圖社,0
蘇則熏要考試了我不能再看這東西了,0
黃冠程確實我繼續標你考完看,0
張國山水果癱⋯,0
李國廷癱開雙手,0
佩服至少他愿意出来工作不像某些人四肢健全但宁愿啃老也不出来找工作做,0
柳忠哲水果癱欸這個有料,0
超級地獄,0
草ww,0
張哲維擺癱,0
AsulanTakistahaian癱販,0
王睿江鳥黃泓仁沈明鴻幹..,0
笑死,0
游家華黃羿璇標題…,0
彭繼霆怎麼辦我有笑,0
HaoYeOscarChook笑死我,0
不是，半癱要怎麼走,0
有人發現，他是半癱但可以走路嗎，所以他上本身根本不能動想低頭都低不了,0
麵癱呢,0
這個優質,0
水果攤？會笑死,0
陳永靠背哈哈哈哈哈哈,0
許翔勝.....,0
陳煒軒不睡覺在這邊吃嘴是怎樣,0
好好笑,0
不要整天糖了,0
就說不要在傳了，聽不懂？你們發的文連海倫•凱勒都看不下去了、貝多芬都聽不下去了，甚至是霍金聽到後都用腳跑到你家門口狂敲門。,0
謝羽豐可憐小孩,0
又發地獄梗，都說了不要發了，你們卻跟貝多芬一樣完全聽不進去。我相信這次連蕭煌奇都看不下去了，信不信他等一下力克虎哲來揍你，小燈泡直接掉頭就走，徐志摩都想搭飛機走了，連梵谷都把耳朵割了就為了不聽到地獄梗，311都氣到海嘯，霍金都歪頭不想看，畢拉登都氣到讓飛機撞到大樓,0
他缺少的已經是博物館的收藏品了....,0
剛好的,0
吳宇諾..,0
我們不用酒駕地獄也有我們的位子,0
酒駕下的地獄應該不是地獄梗可以達到的吧～不然我們下了地獄還要被撞死多一遍,0
靠北昨天剛在竹圍看到,0
去打哥布林嗎,0
我們留言就可以去地獄還要酒駕這麼麻煩,0
怪奇物語是不是,0
下一句：加入地獄梗社團開啟你的心之門,0
我以為要用黑曜石跟打火石才能開啟地獄門沒想到酒駕就可以了,0
謝秉燁來吧,0
侯競我沒喝也進得去,0
謝秉燁你是常客嗎？,0
一凌我以為要用黑曜石+打火石,0
PeterSu這題我會,0
一凌這在我家那,0
我已經在地獄了，所以我不酒駕⋯,0
揪團在幼兒園門口酒駕,0
+1,0
……顯示更多,0
可憐的動物們我們懷念他,0
上次老婆失踪後，第一時間到警察局報警。警察對老公说：「你先冷静一下，你這樣一直笑没辦法做筆錄。」,0
上次我跟我兩隻老虎去動物園看老婆！,0
傅達綸大姐頭應該更猛對吧！,0
母老虎比老虎兇,0
所以你老婆是熊？？？,0
衛生紙笑死上次去動物園我老婆....我要有老婆,0
但是我沒有老婆,0
凌芐你可以叫老媽去,0
上次跟太太去動物園看兩隻老虎，太太誤闖進去我大喊小心！但一切都來不及了⋯現在園區向我索賠被打死的老虎一隻還在角落罰跪顫抖,0
上次去動物園，我老婆.......噢對齁，她還沒變成人,0
盧冠一,0
胡寶鈺婆,0
蘇靖0,0
你媽知道你手機用超時了嗎都幾點了還在那邊自以為幽默,0
海倫凱勒也聽不到你要用手語跟她溝通她才會嗯嗯嗯回應你,0
林暘陞貝多芬也一樣（兩個都耳朵聽不見,0
==發無聊梗圖的國小生都要嘲笑你的再在不分了,0
黃楷淳自動選字,0
再講謝坤山要對你使出十萬伏特了,0
王丞皓喔哇，這位更是重量級XD,0
王丞皓下雨天溜滑板？,0
暑假到了,0
胡貿翔,0
很老梗,0
是玩不膩是不是...,0
你都不怕你老師寫聯絡本跟你爸爸媽媽告狀喔,0
為何每天都看到這麼難笑老梗....,0
阿吉仔如果背著輪椅往我身上砸我發誓我到死都不開地獄梗了,0
卡在時間裂縫的唐寶寶,0
你發的文連海倫•凱勒都看不下去了、貝多芬都聽不下去了，甚至是霍金聽到後都用腳跑到你家門口狂敲門。,0
達爾文有所耳聞,0
你的時空還來得及不要讓山上徹也變成轟倍王,0
你那邊還來的及，叫朋友不要買顯卡再忍忍,0
我不懂你在講什麼,0
火到你來台祖都說看過了,0
聾子聽啞巴說瞎子看到鬼,0
吳淑珍都爬起來賞你兩巴掌,0
霍金氣的頭都轉正爬起來追你了,0
每2天就要看一次同樣的東西,0
再啦幹,0
好無聊,0
你那邊還來得及，幫我拍高畫質的911,0
遊人幹這個還比較好笑,0
蠻無聊的也不地獄,0
老梗了別再說了你再說時鐘可能都要選台北市長了,0
快去你家野生動物的台刷A嘍,0
爛梗還繼續用我也看不下去了,0
王浩然你不喜歡可以滾啊,0
王浩然有人喜歡就好啊,0
至少蕭煌奇看的見，你咬我？,0
又發地獄梗，都說了不要發了，你們卻跟貝多芬一樣完全聽不進去。我相信這次連蕭煌奇都看不下去了，信不信他等一下烙力克虎哲來揍你,0
霍金歪著頭說：甘安餒？,0
齊柏林和科比都要搭直升機找你了,0
這梗又老又臭你還在用飛鴿傳書嗎？,0
PinyiChen,0
國文不好喔，再不是在,0
再...再.....再幹,0
感覺是臉ㄟ老兄,0
但他英國籍ㄟ,0
植物和食肉動物聯手殺害食草動物，好合乎理由,0
牛皮紙的來源,0
可是植物也死掉了,0
好感動。。。誒？修但幾勒？？？,0
他應該要幫自己鼓掌,0
攤開你的掌心讓我看看你,0
許益笳好可憐被嗆，ㄑㄧㄝˊ哥幫Q,0
詩なし寒いなまえ剛剛想到的,0
王丞皓很會很會,0
許益笳,0
顏色不對啊,0
GongDaoLee人家跑過漂白水保存啦,0
抓到野生社員,0
真的是拉進貨櫃車欸,0
點開,0
我還以為伍佰,0
我笑到噴飯￼,0
他殺人時更容易了，和背景同化,0
但是滿美的,0
隱身在黑夜中,0
惠惠的斗篷呃其實他一個人沒素質不代表vt粉沒素質（沒有要引戰的意思）,0
不要吵架不要吵架，大家都是中國人,0
蔡承叡大部分的vt粉都只會到處刷版,0
惠惠的斗篷okok看來我是例外呢,0
惠惠的斗篷看來你對我們有很深的怨恨,0
王浩然你怎麼會知道沒人喜歡？,0
王浩然不喜歡就滑掉很難？,0
許益笳你不喜歡他的留言就不要回啊,0
許益笳在再不分不要發文好嗎,0
劉齊家他可能以為他很幽默,0
EddieChao但他看得到,0
游信彥嘿對，手語,0
EddieChao貝多芬看的到也能講主要是聽不到,0
林暘陞嘿對,0
他誤觸高壓電導致殘廢,0
許益笳不喜歡你的梗就要滾喔這什麼鬼邏輯,0
許益笳vt粉絲素質堪憂,0
你的智商比較堪憂,0
我又不是做給你看的,0
我是做給喜歡的人看的,0
許益笳你發在這個社團就是給每個社團成員看的,0
你不喜歡就滑掉啊是在…,0
許益笳不喜歡我的留言就不要回這就是你的邏輯懂了嗎？,0
惠惠的斗篷對不起別罵我,0
廖培勳這個臉,0
劉彥綸我有點怕~~,0
很恐怖，哈哈哈,0
英国籍普丁,0
陳小瑀，賴俊辰,0
RonaldLina5普臉,0
很明顥是那位白種蒙古人老兄,0
為啥我想到壓路機….,0
牛皮紙,0
無情雙殺,0
這動物死法也太雖小,0
敵人的敵人就是朋友,0
這看起來根本就是馬來鄉村在慶祝哈之節吧,0
黃慈偉陳俊廷…,0
吳岳謙一樹兩斷,0
空手道,0
背後故事令人暖心,0
真·空手道,0
他快哭了,0
空手道的精髓,0
好久沒有笑出來後趕快嗚住自己嘴巴了,0
黃冠程愛的鼓勵一起來,0
蘇則熏確實需要鼓勵,0
很壞的教練,0
來一個愛的鼓勵~~~啪~啪~啪啪啪~~啪啪啪啪~~啪啪~~~嘿~~~~,0
陳芃彣尷尬,0
劉光祺bad,0
PhoebeWang你發現了嗎,0
MorrisLee空手道,0
吳佳榮幹笑死你會下地獄,0
ChonTengHollisLamPanHonWong是要抱抱嗎？,0
ㄧ賤三連,0
腳的力量是手的三倍他作弊,0
三度傷害,0
一種地獄三種滿足,0
如果你開心你就拍拍手,0
黃柏畬林澍莛....,0
陳宏丞蔡睿元看留言不可以笑不可以笑不可以笑,0
掉頭就走、分頭行動,0
摸摸小燈泡的頭,0
永不回頭,0
這可以做飯的時候偷看電視,0
真好收納方便不用買大號禮物盒,0
別想從背後攻擊我我看著呢,0
大家好,0
殷娜套裝,0
李育賢學穿搭,0
約兒色違版,0
很茫的殺手,0
嚇到我以為是朵拉,0
愛愛時別關燈，也別有貓狗同室。,0
迪士尼版(政治正確版),0
JonathanKe有頭髮，未夠正確,0
黑兒,0
真·黑化,0
比較容易吃子彈的約兒,0
看來可以順便演這部電影了，性質相同(⊙ω⊙),0
其實蠻美的啦,0
瓦甘達否約兒,0
真的不錯欸,0
天生自帶外掛但*白人警察免疫*,0
我怎麼看不到圖片,0
她不是惠利嗎？,0
蝙蝠俠無冷卻,0
政確,0
不要穿不是更好不用考慮布料反光的問題,0
格鬥遊戲選到同角色時,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,0
憂兒,0
睡黑人,0
非死即傷,0
「暗」殺者,0
是牛是人?,0
Dark兒？Black兒？,0
男的？,0
付費解鎖角色啦,0
她的衣服呢？,0
还以为是黎明杀机,0
尼兒-Nier,0
馬大千暗黑約兒,0
黑馬卡龍,0
YolandLau夜晚只有安妮亞知,0
肉體自帶武裝色霸氣,0
欸幹可是她好正,0
他白天怎麼辦？,0
RyanWeng躲在暗處，與柏油路同化,0
朋友欸,0
可以和背景融合 除非他笑出來,0
尼兒,0
那支鉗是用來夾棉花的嗎？(噢不！帳號被盜！帳號被盜！,0
我要的是約兒不是黑兒,0
于凱林祐正卓奕宏有感覺,0
ANCelerySkks野生毛毛,0
QQ彈彈還能拉絲（永偽蟲,0
是誰~敲打我窗,0
有人用O穴有人用嘴巴甚至有人用耳朵就是沒看過有人用眼窩的這次真是讓我開開眼界了,0
N什麽講清楚,0
Nick啦那個男孩一定叫Nick,0
异国风情,0
考試有優勢,0
這樣不會腦充血嗎,0
根本是陰屍路特技演員,0
“老師他看我答案”,0
欸...不是她有三個孩子？！打炮的時候，丈夫只有在後面來的時候能一邊親她？!,0
好奇他是怎麼考試的,0
這首歌有沒有原曲XD,0
為什麼他不是反過來走,0
她老公是不是往前面折，他的3個小孩我猜叫右折、永折、打折,0
仰天長嘯,0
老師他偷看我答案,0
跟霍金有觸發羈絆嗎？,0
拉筋拉到定型了,0
屍速列車,0
他可以騎摩托車嗎,0
洪大鈞徐詠鈞老師他偷看我答案,0
後背式的時候還可以接吻,0
TzunTzeDarrenTehKohErnTze李欣韦走不掉的啦你们,0
JonathanSeensohai,0
JonathanSeen妈的,0
老師她偷看我答案,0
覺得眼熟,0
睡落枕了,0
甜蜜家園,0
台中名產,0
中華一番的預言,0
這一集不是那個小當家她媽媽的徒弟掉到火裡，然後小當家很後悔沒把他拉起來,0
時事題,0
老實說我突然真想看投手能丟到哪裡去～^_^,0
主辦單位該不會是地獄市政府辦的煉獄杯吧,0
投去哪裡不重要我比較好奇捕手怎麼接,0
來自深淵,0
王昱盛賓果！答對了！！,0
為什麼要射在嘴裡,0
許修維讓活誘＊生物＊餌活久一點,0
糖在哪裡呀~？,0
母：沒事，我老公姓唐,0
母：沒事啦最喜歡甜美的孩子了,0
都這樣說了:-[,0
上帝：泰隆，你們會被奴役追殺好幾百年，所以以示公平我會給你最大的雞雞,0
超級喜歡這張圖的,0
葉祈宥￼我覺得應該係￼￼Naruto￼,0
連不踩小粉紅雷都沒學好就學人家過世,0
凡是沒假放的管你甚麼時候死都不關我的事,0
南無阿彌陀佛...,0
演算法很神祕呢,0
無情單殺、無情雙殺。哭啊,0
親自試用，所以賣家是人還是鬼？,0
可惜安倍沒有來得及給評價不然應該是五顆星,0
恭喜你比人家多得一分，贏在起跑點！出來後保障做麵包,0
唐氏,0
趙峻賢姜庭棻林廷懋還在肚子裡就抓到染色體,0
